"","date","BEN","CH4","CO","EBE","NMHC","NO","NO_2","NOx","O_3","PM10","PM25","SO_2","TCH","TOL","station","elevation"
"51793","2018-01-02 00:00:00",NA,NA,0.300000011920929,NA,NA,1,11,13,NA,NA,NA,1,NA,NA,28079004,635
"51794","2018-01-02 00:00:00",0.5,1.37999999523163,0.300000011920929,0.100000001490116,0.0199999995529652,4,34,41,46,6,4,2,1.39999997615814,0.800000011920929,28079008,670
"51795","2018-01-02 00:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,5,40,48,NA,NA,NA,NA,NA,0.200000002980232,28079011,708
"51796","2018-01-02 00:00:00",NA,NA,0.300000011920929,NA,NA,3,35,39,37,NA,NA,NA,NA,NA,28079016,693
"51797","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,22,24,49,NA,NA,3,NA,NA,28079017,604
"51798","2018-01-02 00:00:00",0.200000002980232,NA,0.200000002980232,0.100000001490116,NA,1,12,14,66,5,NA,5,NA,0.300000011920929,28079018,630
"51799","2018-01-02 00:00:00",0.300000011920929,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,2,4,74,7,2,3,1.12999999523163,0.200000002980232,28079024,642
"51800","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,23,24,48,NA,NA,NA,NA,NA,28079027,621
"51801","2018-01-02 00:00:00",NA,NA,0.400000005960464,NA,NA,2,22,25,33,NA,NA,6,NA,NA,28079035,659
"51802","2018-01-02 00:00:00",NA,NA,0.300000011920929,NA,NA,2,25,28,NA,15,NA,11,NA,NA,28079036,685
"51803","2018-01-02 00:00:00",0.300000011920929,NA,NA,0.200000002980232,NA,2,10,13,NA,3,1,3,NA,0.400000005960464,28079038,698
"51804","2018-01-02 00:00:00",NA,NA,0.200000002980232,NA,NA,3,16,20,60,NA,NA,NA,NA,NA,28079039,674
"51805","2018-01-02 00:00:00",NA,NA,NA,NA,NA,2,27,30,NA,16,NA,2,NA,NA,28079040,677
"51806","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,20,21,NA,10,7,NA,NA,NA,28079047,599
"51807","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,22,24,NA,7,4,NA,NA,NA,28079048,676
"51808","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,21,22,48,NA,NA,NA,NA,NA,28079049,662
"51809","2018-01-02 00:00:00",NA,NA,NA,NA,NA,11,26,43,NA,3,2,NA,NA,NA,28079050,728
"51810","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,11,13,51,NA,NA,NA,NA,NA,28079054,627
"51811","2018-01-02 00:00:00",0.600000023841858,1.16999995708466,NA,0.200000002980232,0.0299999993294477,1,24,25,NA,10,NA,NA,1.20000004768372,1.29999995231628,28079055,618
"51812","2018-01-02 00:00:00",NA,NA,0.200000002980232,NA,NA,13,24,44,55,NA,NA,NA,NA,NA,28079056,604
"51813","2018-01-02 00:00:00",NA,NA,0.200000002980232,NA,NA,1,9,10,NA,3,NA,1,NA,NA,28079057,700
"51814","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,2,4,78,NA,NA,NA,NA,NA,28079058,615
"51815","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,21,23,49,NA,NA,NA,NA,NA,28079059,660
"51816","2018-01-02 00:00:00",NA,NA,NA,NA,NA,1,11,12,NA,1,NA,NA,NA,NA,28079060,715
"51817","2018-01-02 01:00:00",NA,NA,0.300000011920929,NA,NA,1,13,15,NA,NA,NA,1,NA,NA,28079004,635
"51818","2018-01-02 01:00:00",0.5,1.38999998569489,0.300000011920929,0.100000001490116,0.0199999995529652,3,31,36,41,2,1,2,1.4099999666214,0.699999988079071,28079008,670
"51819","2018-01-02 01:00:00",0.300000011920929,NA,NA,0.100000001490116,NA,1,26,28,NA,NA,NA,NA,NA,0.400000005960464,28079011,708
"51820","2018-01-02 01:00:00",NA,NA,0.400000005960464,NA,NA,3,21,26,54,NA,NA,NA,NA,NA,28079016,693
"51821","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,13,15,32,NA,NA,3,NA,NA,28079017,604
"51822","2018-01-02 01:00:00",0.200000002980232,NA,0.200000002980232,0.100000001490116,NA,2,12,15,58,4,NA,5,NA,0.200000002980232,28079018,630
"51823","2018-01-02 01:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,1,3,82,3,1,3,1.12999999523163,0.100000001490116,28079024,642
"51824","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,13,15,63,NA,NA,NA,NA,NA,28079027,621
"51825","2018-01-02 01:00:00",NA,NA,0.300000011920929,NA,NA,2,21,24,35,NA,NA,6,NA,NA,28079035,659
"51826","2018-01-02 01:00:00",NA,NA,0.200000002980232,NA,NA,1,13,15,NA,13,NA,9,NA,NA,28079036,685
"51827","2018-01-02 01:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,10,11,NA,5,3,4,NA,0.200000002980232,28079038,698
"51828","2018-01-02 01:00:00",NA,NA,0.200000002980232,NA,NA,2,14,17,64,NA,NA,NA,NA,NA,28079039,674
"51829","2018-01-02 01:00:00",NA,NA,NA,NA,NA,2,14,18,NA,14,NA,2,NA,NA,28079040,677
"51830","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,17,18,NA,8,4,NA,NA,NA,28079047,599
"51831","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,26,28,NA,7,4,NA,NA,NA,28079048,676
"51832","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,24,26,32,NA,NA,NA,NA,NA,28079049,662
"51833","2018-01-02 01:00:00",NA,NA,NA,NA,NA,4,25,32,NA,2,1,NA,NA,NA,28079050,728
"51834","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,12,14,47,NA,NA,NA,NA,NA,28079054,627
"51835","2018-01-02 01:00:00",0.5,1.16999995708466,NA,0.100000001490116,0.0399999991059303,1,26,28,NA,9,NA,NA,1.21000003814697,1,28079055,618
"51836","2018-01-02 01:00:00",NA,NA,0.200000002980232,NA,NA,13,26,46,44,NA,NA,NA,NA,NA,28079056,604
"51837","2018-01-02 01:00:00",NA,NA,0.300000011920929,NA,NA,1,17,19,NA,8,NA,2,NA,NA,28079057,700
"51838","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,2,3,77,NA,NA,NA,NA,NA,28079058,615
"51839","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,16,17,60,NA,NA,NA,NA,NA,28079059,660
"51840","2018-01-02 01:00:00",NA,NA,NA,NA,NA,1,9,10,74,2,NA,NA,NA,NA,28079060,715
"51841","2018-01-02 02:00:00",NA,NA,0.300000011920929,NA,NA,1,17,18,NA,NA,NA,1,NA,NA,28079004,635
"51842","2018-01-02 02:00:00",0.400000005960464,1.37999999523163,0.200000002980232,0.100000001490116,0.00999999977648258,4,25,31,50,8,5,2,1.37999999523163,0.5,28079008,670
"51843","2018-01-02 02:00:00",0.300000011920929,NA,NA,0.100000001490116,NA,2,21,23,NA,NA,NA,NA,NA,0.400000005960464,28079011,708
"51844","2018-01-02 02:00:00",NA,NA,0.200000002980232,NA,NA,1,9,11,69,NA,NA,NA,NA,NA,28079016,693
"51845","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,15,16,34,NA,NA,3,NA,NA,28079017,604
"51846","2018-01-02 02:00:00",0.200000002980232,NA,0.200000002980232,0.100000001490116,NA,1,13,15,53,5,NA,5,NA,0.400000005960464,28079018,630
"51847","2018-01-02 02:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,2,3,69,3,1,3,1.12999999523163,0.100000001490116,28079024,642
"51848","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,20,22,51,NA,NA,NA,NA,NA,28079027,621
"51849","2018-01-02 02:00:00",NA,NA,0.300000011920929,NA,NA,2,20,22,30,NA,NA,6,NA,NA,28079035,659
"51850","2018-01-02 02:00:00",NA,NA,0.200000002980232,NA,NA,1,14,15,NA,10,NA,9,NA,NA,28079036,685
"51851","2018-01-02 02:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,3,12,16,NA,3,1,3,NA,0.200000002980232,28079038,698
"51852","2018-01-02 02:00:00",NA,NA,0.200000002980232,NA,NA,1,9,10,69,NA,NA,NA,NA,NA,28079039,674
"51853","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,20,22,NA,11,NA,2,NA,NA,28079040,677
"51854","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,12,13,NA,7,3,NA,NA,NA,28079047,599
"51855","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,20,21,NA,6,3,NA,NA,NA,28079048,676
"51856","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,11,13,54,NA,NA,NA,NA,NA,28079049,662
"51857","2018-01-02 02:00:00",NA,NA,NA,NA,NA,2,23,27,NA,3,3,NA,NA,NA,28079050,728
"51858","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,8,10,44,NA,NA,NA,NA,NA,28079054,627
"51859","2018-01-02 02:00:00",0.600000023841858,1.16999995708466,NA,0.100000001490116,0.0399999991059303,1,20,22,NA,10,NA,NA,1.20000004768372,1.70000004768372,28079055,618
"51860","2018-01-02 02:00:00",NA,NA,0.200000002980232,NA,NA,9,13,27,55,NA,NA,NA,NA,NA,28079056,604
"51861","2018-01-02 02:00:00",NA,NA,0.300000011920929,NA,NA,1,13,14,NA,4,NA,2,NA,NA,28079057,700
"51862","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,6,7,58,NA,NA,NA,NA,NA,28079058,615
"51863","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,9,11,70,NA,NA,NA,NA,NA,28079059,660
"51864","2018-01-02 02:00:00",NA,NA,NA,NA,NA,1,7,9,75,1,NA,NA,NA,NA,28079060,715
"51865","2018-01-02 03:00:00",NA,NA,0.300000011920929,NA,NA,1,6,8,NA,NA,NA,1,NA,NA,28079004,635
"51866","2018-01-02 03:00:00",0.300000011920929,1.37000000476837,0.200000002980232,0.100000001490116,0,3,22,26,57,5,2,2,1.37000000476837,0.400000005960464,28079008,670
"51867","2018-01-02 03:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,12,14,NA,NA,NA,NA,NA,0.200000002980232,28079011,708
"51868","2018-01-02 03:00:00",NA,NA,0.200000002980232,NA,NA,1,7,9,68,NA,NA,NA,NA,NA,28079016,693
"51869","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,13,14,29,NA,NA,3,NA,NA,28079017,604
"51870","2018-01-02 03:00:00",0.100000001490116,NA,0.200000002980232,0.100000001490116,NA,1,9,10,63,4,NA,4,NA,0.200000002980232,28079018,630
"51871","2018-01-02 03:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,1,2,74,4,1,3,1.12999999523163,0.100000001490116,28079024,642
"51872","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,10,12,61,NA,NA,NA,NA,NA,28079027,621
"51873","2018-01-02 03:00:00",NA,NA,0.300000011920929,NA,NA,1,17,19,37,NA,NA,6,NA,NA,28079035,659
"51874","2018-01-02 03:00:00",NA,NA,0.200000002980232,NA,NA,1,17,19,NA,12,NA,8,NA,NA,28079036,685
"51875","2018-01-02 03:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,7,9,NA,4,1,3,NA,0.200000002980232,28079038,698
"51876","2018-01-02 03:00:00",NA,NA,0.200000002980232,NA,NA,1,6,8,68,NA,NA,NA,NA,NA,28079039,674
"51877","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,16,18,NA,13,NA,2,NA,NA,28079040,677
"51878","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,12,13,NA,7,3,NA,NA,NA,28079047,599
"51879","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,10,12,NA,5,2,NA,NA,NA,28079048,676
"51880","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,8,9,61,NA,NA,NA,NA,NA,28079049,662
"51881","2018-01-02 03:00:00",NA,NA,NA,NA,NA,2,12,15,NA,5,4,NA,NA,NA,28079050,728
"51882","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,13,14,37,NA,NA,NA,NA,NA,28079054,627
"51883","2018-01-02 03:00:00",0.400000005960464,1.1599999666214,NA,0.100000001490116,0.0299999993294477,1,12,13,NA,8,NA,NA,1.19000005722046,1.10000002384186,28079055,618
"51884","2018-01-02 03:00:00",NA,NA,0.200000002980232,NA,NA,9,11,25,63,NA,NA,NA,NA,NA,28079056,604
"51885","2018-01-02 03:00:00",NA,NA,0.200000002980232,NA,NA,1,5,7,NA,3,NA,1,NA,NA,28079057,700
"51886","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,1,3,77,NA,NA,NA,NA,NA,28079058,615
"51887","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,5,7,69,NA,NA,NA,NA,NA,28079059,660
"51888","2018-01-02 03:00:00",NA,NA,NA,NA,NA,1,6,8,74,6,NA,NA,NA,NA,28079060,715
"51889","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,28079004,635
"51890","2018-01-02 04:00:00",0.300000011920929,1.37000000476837,0.200000002980232,0.100000001490116,0.00999999977648258,2,16,19,65,3,1,2,1.37999999523163,0.300000011920929,28079008,670
"51891","2018-01-02 04:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,8,10,NA,NA,NA,NA,NA,0.200000002980232,28079011,708
"51892","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,1,6,8,71,NA,NA,NA,NA,NA,28079016,693
"51893","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,4,6,58,NA,NA,3,NA,NA,28079017,604
"51894","2018-01-02 04:00:00",0.100000001490116,NA,0.200000002980232,0.100000001490116,NA,1,3,5,74,2,NA,5,NA,0.200000002980232,28079018,630
"51895","2018-01-02 04:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,1,3,79,6,2,3,1.12999999523163,0.100000001490116,28079024,642
"51896","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,4,5,75,NA,NA,NA,NA,NA,28079027,621
"51897","2018-01-02 04:00:00",NA,NA,0.300000011920929,NA,NA,1,15,17,40,NA,NA,5,NA,NA,28079035,659
"51898","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,1,5,6,NA,10,NA,9,NA,NA,28079036,685
"51899","2018-01-02 04:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,6,7,NA,2,1,3,NA,0.200000002980232,28079038,698
"51900","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,1,4,5,76,NA,NA,NA,NA,NA,28079039,674
"51901","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,6,8,NA,12,NA,3,NA,NA,28079040,677
"51902","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,4,6,NA,7,5,NA,NA,NA,28079047,599
"51903","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,8,10,NA,5,2,NA,NA,NA,28079048,676
"51904","2018-01-02 04:00:00",NA,NA,NA,NA,NA,2,7,10,65,NA,NA,NA,NA,NA,28079049,662
"51905","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,6,8,NA,2,2,NA,NA,NA,28079050,728
"51906","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,10,12,44,NA,NA,NA,NA,NA,28079054,627
"51907","2018-01-02 04:00:00",0.300000011920929,1.14999997615814,NA,0.100000001490116,0.0399999991059303,1,7,9,NA,7,NA,NA,1.17999994754791,0.600000023841858,28079055,618
"51908","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,9,9,22,74,NA,NA,NA,NA,NA,28079056,604
"51909","2018-01-02 04:00:00",NA,NA,0.200000002980232,NA,NA,1,2,4,NA,3,NA,1,NA,NA,28079057,700
"51910","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,1,3,84,NA,NA,NA,NA,NA,28079058,615
"51911","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,6,7,71,NA,NA,NA,NA,NA,28079059,660
"51912","2018-01-02 04:00:00",NA,NA,NA,NA,NA,1,4,5,79,2,NA,NA,NA,NA,28079060,715
"51913","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,28079004,635
"51914","2018-01-02 05:00:00",0.300000011920929,1.37000000476837,0.200000002980232,0.100000001490116,0,2,17,20,69,5,4,2,1.37000000476837,0.300000011920929,28079008,670
"51915","2018-01-02 05:00:00",0.100000001490116,NA,NA,0.100000001490116,NA,1,5,6,NA,NA,NA,NA,NA,0.100000001490116,28079011,708
"51916","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,1,6,8,77,NA,NA,NA,NA,NA,28079016,693
"51917","2018-01-02 05:00:00",NA,NA,NA,NA,NA,2,4,7,65,NA,NA,3,NA,NA,28079017,604
"51918","2018-01-02 05:00:00",0.100000001490116,NA,0.200000002980232,0.100000001490116,NA,1,3,5,77,4,NA,5,NA,0.200000002980232,28079018,630
"51919","2018-01-02 05:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0199999995529652,1,1,3,82,8,4,3,1.12999999523163,0.100000001490116,28079024,642
"51920","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,4,5,77,NA,NA,NA,NA,NA,28079027,621
"51921","2018-01-02 05:00:00",NA,NA,0.300000011920929,NA,NA,1,18,20,42,NA,NA,6,NA,NA,28079035,659
"51922","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,1,5,7,NA,10,NA,9,NA,NA,28079036,685
"51923","2018-01-02 05:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,4,6,NA,4,2,4,NA,0.200000002980232,28079038,698
"51924","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,1,2,4,82,NA,NA,NA,NA,NA,28079039,674
"51925","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,6,8,NA,8,NA,2,NA,NA,28079040,677
"51926","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,7,9,NA,3,1,NA,NA,NA,28079047,599
"51927","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,4,5,NA,4,1,NA,NA,NA,28079048,676
"51928","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,7,8,66,NA,NA,NA,NA,NA,28079049,662
"51929","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,1,3,NA,5,4,NA,NA,NA,28079050,728
"51930","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,4,6,71,NA,NA,NA,NA,NA,28079054,627
"51931","2018-01-02 05:00:00",0.300000011920929,1.13999998569489,NA,0.100000001490116,0.0299999993294477,1,4,5,NA,9,NA,NA,1.17999994754791,0.5,28079055,618
"51932","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,8,14,27,73,NA,NA,NA,NA,NA,28079056,604
"51933","2018-01-02 05:00:00",NA,NA,0.200000002980232,NA,NA,1,1,3,NA,2,NA,1,NA,NA,28079057,700
"51934","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,1,3,86,NA,NA,NA,NA,NA,28079058,615
"51935","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,3,5,79,NA,NA,NA,NA,NA,28079059,660
"51936","2018-01-02 05:00:00",NA,NA,NA,NA,NA,1,3,4,84,1,NA,NA,NA,NA,28079060,715
"51937","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,1,2,4,NA,NA,NA,1,NA,NA,28079004,635
"51938","2018-01-02 06:00:00",0.300000011920929,1.36000001430511,0.200000002980232,0.100000001490116,0,3,23,28,64,10,7,2,1.36000001430511,0.300000011920929,28079008,670
"51939","2018-01-02 06:00:00",0.100000001490116,NA,NA,0.100000001490116,NA,1,5,7,NA,NA,NA,NA,NA,0.100000001490116,28079011,708
"51940","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,1,7,9,76,NA,NA,NA,NA,NA,28079016,693
"51941","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,8,10,58,NA,NA,3,NA,NA,28079017,604
"51942","2018-01-02 06:00:00",0.100000001490116,NA,0.200000002980232,0.100000001490116,NA,1,5,7,74,3,NA,5,NA,0.200000002980232,28079018,630
"51943","2018-01-02 06:00:00",0.200000002980232,1.10000002384186,0.200000002980232,0.100000001490116,0.0199999995529652,1,1,3,84,10,5,3,1.12999999523163,0.100000001490116,28079024,642
"51944","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,6,8,76,NA,NA,NA,NA,NA,28079027,621
"51945","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,2,16,19,46,NA,NA,6,NA,NA,28079035,659
"51946","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,1,7,9,NA,8,NA,9,NA,NA,28079036,685
"51947","2018-01-02 06:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,1,6,7,NA,6,4,4,NA,0.100000001490116,28079038,698
"51948","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,1,3,5,82,NA,NA,NA,NA,NA,28079039,674
"51949","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,9,10,NA,11,NA,2,NA,NA,28079040,677
"51950","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,10,12,NA,5,2,NA,NA,NA,28079047,599
"51951","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,8,9,NA,2,1,NA,NA,NA,28079048,676
"51952","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,6,8,69,NA,NA,NA,NA,NA,28079049,662
"51953","2018-01-02 06:00:00",NA,NA,NA,NA,NA,3,3,8,NA,4,2,NA,NA,NA,28079050,728
"51954","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,16,17,61,NA,NA,NA,NA,NA,28079054,627
"51955","2018-01-02 06:00:00",0.300000011920929,1.13999998569489,NA,0.100000001490116,0.0399999991059303,1,4,6,NA,11,NA,NA,1.16999995708466,0.400000005960464,28079055,618
"51956","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,14,27,48,58,NA,NA,NA,NA,NA,28079056,604
"51957","2018-01-02 06:00:00",NA,NA,0.200000002980232,NA,NA,1,1,3,NA,9,NA,1,NA,NA,28079057,700
"51958","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,1,3,86,NA,NA,NA,NA,NA,28079058,615
"51959","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,5,6,78,NA,NA,NA,NA,NA,28079059,660
"51960","2018-01-02 06:00:00",NA,NA,NA,NA,NA,1,4,5,84,10,NA,NA,NA,NA,28079060,715
"51961","2018-01-02 07:00:00",NA,NA,0.300000011920929,NA,NA,1,10,11,NA,NA,NA,1,NA,NA,28079004,635
"51962","2018-01-02 07:00:00",0.300000011920929,1.37999999523163,0.300000011920929,0.100000001490116,0.00999999977648258,6,36,46,56,3,1,3,1.38999998569489,0.300000011920929,28079008,670
"51963","2018-01-02 07:00:00",0.100000001490116,NA,NA,0.100000001490116,NA,3,13,19,NA,NA,NA,NA,NA,0.100000001490116,28079011,708
"51964","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,1,16,18,69,NA,NA,NA,NA,NA,28079016,693
"51965","2018-01-02 07:00:00",NA,NA,NA,NA,NA,3,30,35,96,NA,NA,3,NA,NA,28079017,604
"51966","2018-01-02 07:00:00",0.100000001490116,NA,0.200000002980232,0.100000001490116,NA,1,21,23,60,4,NA,5,NA,0.300000011920929,28079018,630
"51967","2018-01-02 07:00:00",0.200000002980232,1.11000001430511,0.200000002980232,0.100000001490116,0.0299999993294477,1,7,9,74,8,4,3,1.13999998569489,0.100000001490116,28079024,642
"51968","2018-01-02 07:00:00",NA,NA,NA,NA,NA,2,16,18,67,NA,NA,NA,NA,NA,28079027,621
"51969","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,2,25,28,40,NA,NA,6,NA,NA,28079035,659
"51970","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,3,15,19,NA,13,NA,9,NA,NA,28079036,685
"51971","2018-01-02 07:00:00",0.200000002980232,NA,NA,0.100000001490116,NA,3,13,18,NA,6,4,4,NA,0.200000002980232,28079038,698
"51972","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,4,13,19,73,NA,NA,NA,NA,NA,28079039,674
"51973","2018-01-02 07:00:00",NA,NA,NA,NA,NA,3,17,21,NA,15,NA,3,NA,NA,28079040,677
"51974","2018-01-02 07:00:00",NA,NA,NA,NA,NA,1,14,15,NA,3,1,NA,NA,NA,28079047,599
"51975","2018-01-02 07:00:00",NA,NA,NA,NA,NA,2,19,22,NA,4,1,NA,NA,NA,28079048,676
"51976","2018-01-02 07:00:00",NA,NA,NA,NA,NA,1,10,11,69,NA,NA,NA,NA,NA,28079049,662
"51977","2018-01-02 07:00:00",NA,NA,NA,NA,NA,13,23,43,NA,4,3,NA,NA,NA,28079050,728
"51978","2018-01-02 07:00:00",NA,NA,NA,NA,NA,3,19,24,59,NA,NA,NA,NA,NA,28079054,627
"51979","2018-01-02 07:00:00",0.200000002980232,1.13999998569489,NA,0.100000001490116,0.0299999993294477,1,11,13,NA,10,NA,NA,1.17999994754791,0.400000005960464,28079055,618
"51980","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,11,30,46,56,NA,NA,NA,NA,NA,28079056,604
"51981","2018-01-02 07:00:00",NA,NA,0.200000002980232,NA,NA,1,8,10,NA,12,NA,1,NA,NA,28079057,700
"51982","2018-01-02 07:00:00",NA,NA,NA,NA,NA,1,1,3,84,NA,NA,NA,NA,NA,28079058,615
"51983","2018-01-02 07:00:00",NA,NA,NA,NA,NA,1,9,10,75,NA,NA,NA,NA,NA,28079059,660
